factor_de_expansion;id_hog;zona;region_de_planificacion;tipo_de_vivienda;tipo_de_tenencia_de_la_vivienda;mensualidad_pagada_por_la_vivienda;material_de_las_paredes_exteriores_de_la_vivienda;material_del_techo_de_la_vivienda;material_del_piso_de_la_vivienda;la_vivienda_tiene_cielo_raso;condicion_de_hacinamiento_segun_aposentos;total_de_aposentos_de_la_vivienda;tipo_de_conexion_al_servicio_de_internet;tenenciaCompuP;tenenciaCompuE;tenenciaCompu;tenenciaTab;tenenciaCel;tenenciaDisMov;tenenciaTIC;cantidad_de_telefonos_celulares;cantidad_de_tabletas;cantidad_de_computadoras_portatiles;cantidad_de_computadoras_de_escritorio;nivel_de_pobreza;ingreso_total_del_hogar_neto;ingreso_per_capita_del_hogar_neto;quintil_de_ingreso_per_capita_del_hogar_neto;quintil_de_ingreso_per_capita_del_hogar_por_zona;quintil_de_ingreso_per_capita_del_hogar_neto_por_region_de_planificacion;jefe_sexo;jefe_edad;jefe_estado_conyugal;jefe_nivel_de_instruccion;jefe_tipo_de_centro_educativo_al_que_asiste_o_asistio;jefe_dominio_de_un_segundo_idioma;jefe_condicion_de_actividad;jefe_ocupacion_en_el_empleo_principal_cocr_2011;jefe_condicion_de_aseguramiento;jefe_recibio_ingreso_pension_alimenticia;jefe_asistencia_a_educacion_formal;jefe_estudiante;cantidad_personas;cantidad_hombres;cantidad_mujeres;estudiantes_preescolar;estudiantes_escuela;estudiantes_colegio;estudiantes_parauniversitaria;estudiantes_universitaria;estudiantes_enseñanza_especial;estudiantes_otro_formal;estudiantes_no_formal;estudiantes;estudiantes_con_beca;total_en_becas;estudiantes_centro_publico;estudiantes_centro_privado;personas_segundo_idioma;cantidad_ocupados;cantidad_desempleados;cantidad_fuera_de_ft;menores_de_15;mayores_de_64;pensionados
167;652_10_1;Rural;Central;Casa Independiente;Propia pagando a plazos;75000;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;5;NA;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;463,916,666,666,667;115,979,166,666,667;Q2: Más de 87944 a 144395;2;2;Hombre;49;En unión libre o juntado(a);Primaria incompleta;Público;No;Ocupado;Ocupaciones elementales;Asalariado;No;No asiste;No;4;1;3;0;2;0;0;0;0;0;0;2;0;0;2;0;0;1;0;1;2;0;0
157;652_11_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;433,333,333,333,333;216,666,666,666,667;Q3: Más de 144395 a 240898;4;3;Hombre;70;Casado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1
119;652_12_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;5;Por teléfono fijo;Sí;No;Sí;No;Sí;Sí;Sí;4;0;1;0;Pobreza no extrema;276510;55302;Q1: 87944 ó menos;1;1;Mujer;54;Separado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;5;3;2;0;0;1;0;0;0;1;0;2;0;0;2;0;0;1;0;4;0;1;2
165;653_1_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;Sí;Sí;Sí;No;Sí;Sí;Sí;1;0;1;1;No pobre;437500;437500;Q4: Más de 240898 a 459848;5;4;Hombre;65;Separado(a);Educación superior de posgrado;Público;No;Ocupado;Personal de apoyo administrativo;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
166;653_2_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Madera;Sí;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;4;0;0;0;Pobreza no extrema;187000;46750;Q1: 87944 ó menos;1;1;Hombre;61;Casado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;Escuela;Sí;4;1;3;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3;1;0;1
161;653_3_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;170000;85000;Q1: 87944 ó menos;2;1;Mujer;72;Viudo(a);Secundaria académica incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Voluntario;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0
162;653_4_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;NA;No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;630500;210,166,666,666,667;Q3: Más de 144395 a 240898;4;3;Mujer;68;Soltero(a);Secundaria académica incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Voluntario;No;No asiste;No;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;1
155;653_5_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;No;No;No;0;0;0;0;No pobre;113,833,333,333,333;113,833,333,333,333;Q2: Más de 87944 a 144395;2;2;Mujer;78;Viudo(a);Sin nivel de instrucción;Nunca ha asistido;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
158;653_6_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;216,666,666,666,667;108,333,333,333,333;Q2: Más de 87944 a 144395;2;2;Hombre;74;Casado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1
154;653_9_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;273000;91000;Q2: Más de 87944 a 144395;2;1;Hombre;61;Casado(a);Primaria completa;Público;No;Ocupado;Trabajadores de los servicios y vendedores de comercios y mercados;Trabajador independiente;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0
151;653_10_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;448500;224250;Q3: Más de 144395 a 240898;4;3;Hombre;62;Casado(a);Primaria completa;Público;No;Ocupado;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios;Voluntario;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
163;653_11_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;5;0;0;0;Pobreza no extrema;433,636,666,666,667;722,727,777,777,778;Q1: 87944 ó menos;1;1;Hombre;75;Casado(a);Sin nivel de instrucción;Nunca ha asistido;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;6;4;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;2;2;2;2
167;653_12_1;Rural;Central;Casa Independiente;Alquilada;50000;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;386800;193400;Q3: Más de 144395 a 240898;4;3;Mujer;52;En unión libre o juntado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1
161;656_1_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;1300000;325000;Q4: Más de 240898 a 459848;5;4;Hombre;35;Casado(a);Primaria completa;Público;No;Ocupado;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios;Voluntario;No;No asiste;No;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0
167;656_2_1;Rural;Central;Casa Independiente;Otra tenencia (cedida, prestada);NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;5;0;1;0;No pobre;579860;115972;Q2: Más de 87944 a 144395;2;2;Mujer;41;Separado(a);Primaria incompleta;Público;No;Ocupado;Ocupaciones elementales;Por el Estado;No;No asiste;No;5;3;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;3;0;0;2;0;0
168;656_3_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Cemento (lujado o no);No;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza extrema;53000;26500;Q1: 87944 ó menos;1;1;Mujer;44;Separado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Por el Estado;Sí;No asiste;No;2;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0
168;656_4_1;Rural;Central;Casa Independiente;Propia pagando a plazos;80000;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;943800;235950;Q3: Más de 144395 a 240898;4;3;Hombre;37;Casado(a);Secundaria académica incompleta;Público;No;Ocupado;Operadores de instalaciones y máquinas y ensambladores;Asalariado;No;No asiste;No;4;3;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;2;0;0
214;656_5_1;Rural;Central;Casa Independiente;Alquilada;1.00E+05;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;763300;254,433,333,333,333;Q4: Más de 240898 a 459848;4;3;Mujer;57;Viudo(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;No asegurado;No;No asiste;No;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1
167;656_6_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Zócalo (con madera, zinc o fibrocemento);Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por dispositivos móviles (SIM);Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;1753000;876500;Q5: Más de 459848;5;5;Hombre;64;Casado(a);Secundaria académica completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Voluntario;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1
164;656_8_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;300400;150200;Q3: Más de 144395 a 240898;3;2;Hombre;60;Casado(a);Primaria completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Familiar asegurado directo;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
150;656_9_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;3;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;621075;310537,5;Q4: Más de 240898 a 459848;5;4;Mujer;38;Divorciado(a);Secundaria académica completa;Público;No;Ocupado;Técnicos y profesionales de nivel medio;Asalariado;No;No asiste;No;2;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0
160;656_10_1;Rural;Central;Casa en condominio o residencial cerrado;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;158,833,333,333,333;529,444,444,444,444;Q1: 87944 ó menos;1;1;Hombre;64;Casado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;3;2;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;1;0;1
168;656_11_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Madera;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;320000;160000;Q3: Más de 144395 a 240898;3;2;Hombre;63;Casado(a);Primaria completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;No asegurado;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
167;656_12_1;Rural;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;859400;286,466,666,666,667;Q4: Más de 240898 a 459848;4;4;Hombre;42;Casado(a);Primaria completa;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Trabajador independiente;No;No asiste;No;3;1;2;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;2;0;0;0
213;458_1_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;888,333,333,333,333;888,333,333,333,333;Q2: Más de 87944 a 144395;1;1;Hombre;82;Viudo(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
236;458_2_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;362235;120745;Q2: Más de 87944 a 144395;2;2;Hombre;51;Casado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Voluntario;No;No asiste;No;3;1;2;0;1;1;0;0;0;0;0;2;0;0;2;0;0;1;0;1;1;0;0
240;458_3_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;564,113,333,333,333;141,028,333,333,333;Q2: Más de 87944 a 144395;2;2;Hombre;45;Casado(a);Primaria completa;Público;No;Ocupado;Personal de apoyo administrativo;Asalariado;No;No asiste;No;4;3;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;2;0;0
269;458_3_2;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;188,833,333,333,333;188,833,333,333,333;Q3: Más de 144395 a 240898;3;3;Hombre;59;Soltero(a);Secundaria académica completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
232;458_4_1;Urbana;Central;Casa Independiente;Otra tenencia (cedida, prestada);NA;Madera;Lámina de metal o zinc;Madera;No;Vivienda no hacinada;5;Por dispositivos móviles (SIM);No;No;No;No;Sí;Sí;Sí;3;0;0;0;Pobreza no extrema;244,036,666,666,667;813,455,555,555,555;Q1: 87944 ó menos;1;1;Hombre;39;En unión libre o juntado(a);Sin nivel de instrucción;Nunca ha asistido;No;Ocupado;Operadores de instalaciones y máquinas y ensambladores;No asegurado;No;No asiste;No;3;2;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0
225;458_5_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;266500;888,333,333,333,333;Q2: Más de 87944 a 144395;1;1;Mujer;76;Divorciado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;3
225;458_6_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;No;No;No;0;0;0;0;Pobreza extrema;888,333,333,333,333;444,166,666,666,667;Q1: 87944 ó menos;1;1;Hombre;83;Casado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1
218;458_7_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;254,166,666,666,667;847,222,222,222,222;Q1: 87944 ó menos;1;1;Hombre;75;Casado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;3;1;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;1;2;1
234;458_8_1;Urbana;Central;Casa Independiente;Propia pagando a plazos;60000;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;7;NA;No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;152,026,333,333,333;506,754,444,444,444;Q5: Más de 459848;4;4;Mujer;55;Casado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Familiar asegurado directo;No;No asiste;No;3;2;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0
234;458_8_2;Urbana;Central;Casa Independiente;Propia pagando a plazos;60000;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;7;NA;No;No;No;No;Sí;Sí;Sí;4;0;0;0;Pobreza no extrema;406,986,666,666,667;813,973,333,333,333;Q1: 87944 ó menos;1;1;Hombre;24;En unión libre o juntado(a);Secundaria académica incompleta;Público;No;Ocupado;Trabajadores de los servicios y vendedores de comercios y mercados;Asalariado;No;No asiste;No;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0
216;458_10_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;6;Por teléfono fijo;Sí;No;Sí;No;Sí;Sí;Sí;3;0;1;0;No pobre;471000;117750;Q2: Más de 87944 a 144395;2;2;Hombre;30;En unión libre o juntado(a);Educación superior de pregrado y grado;Privado;No;Ocupado;Trabajadores de los servicios y vendedores de comercios y mercados;Trabajador independiente;No;Universitaria;Sí;4;2;2;1;1;0;0;2;0;0;0;4;0;0;2;2;0;1;0;1;2;0;0
242;458_11_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Madera;Lámina de metal o zinc;Madera;No;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;No pobre;281,256,416,666,667;140,628,208,333,333;Q2: Más de 87944 a 144395;2;2;Hombre;71;Casado(a);Primaria completa;Público;No;Ocupado;Ocupaciones elementales;Asalariado;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
255;459_1_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;Sí;No;Sí;No;Sí;Sí;Sí;1;0;1;0;No pobre;781,321,666,666,667;390,660,833,333,333;Q4: Más de 240898 a 459848;4;4;Mujer;71;Soltero(a);Secundaria académica completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen del Magisterio, Poder Judicial, Hacienda, otro;No;No asiste;No;2;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1
240;459_2_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;No;No;No;0;0;0;0;Pobreza no extrema;150,833,333,333,333;754,166,666,666,667;Q1: 87944 ó menos;1;1;Hombre;78;Casado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1
236;459_3_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;5;0;1;0;No pobre;823,011,666,666,667;164,602,333,333,333;Q3: Más de 144395 a 240898;3;3;Hombre;75;Casado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;5;2;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;4;0;2;2
269;459_4_1;Urbana;Central;Casa Independiente;Propia pagando a plazos;75000;Prefabricado;Lámina de metal o zinc;Cemento (lujado o no);Sí;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;4;0;0;0;Pobreza extrema;48000;12000;Q1: 87944 ó menos;1;1;Hombre;45;Casado(a);Primaria completa;Público;No;Desempleado abierto;NA;No asegurado;No;No asiste;No;4;1;3;0;1;1;0;0;0;0;0;2;0;0;2;0;0;0;1;2;1;0;0
388;459_5_1;Urbana;Central;Casa Independiente;Alquilada;70000;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;170,416,666,666,667;568,055,555,555,556;Q1: 87944 ó menos;1;1;Mujer;32;Separado(a);Secundaria académica incompleta;Público;No;Fuera de la fuerza de trabajo;NA;No asegurado;Sí;No asiste;No;3;1;2;1;1;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;2;0;0
232;459_6_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;Por cable coaxial;Sí;No;Sí;No;Sí;Sí;Sí;5;0;1;0;No pobre;155,107,333,333,333;517,024,444,444,444;Q5: Más de 459848;5;4;Mujer;56;Casado(a);Secundaria académica completa;Público;No;Ocupado;Técnicos y profesionales de nivel medio;Asalariado;No;No asiste;No;3;1;2;0;0;0;0;1;0;0;0;1;0;0;0;1;0;2;0;1;0;0;0
243;459_7_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;5;NA;No;No;No;No;Sí;Sí;Sí;3;0;0;0;No pobre;107,970,416,666,667;179,950,694,444,444;Q3: Más de 144395 a 240898;3;3;Hombre;89;Casado(a);Primaria completa;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen no contributivo monto básico;No;No asiste;No;6;5;1;0;0;1;0;1;0;0;0;2;1;120000;2;0;0;3;0;3;0;2;2
219;459_8_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;4;NA;No;No;No;No;No;No;No;0;0;0;0;No pobre;271,833,333,333,333;135,916,666,666,667;Q2: Más de 87944 a 144395;2;2;Hombre;74;Casado(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2
246;459_9_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Prefabricado;Lámina de metal o zinc;Mosaico, cerámica, terrazo;No;Vivienda no hacinada;4;NA;No;No;No;No;Sí;Sí;Sí;4;0;0;0;No pobre;791,126,666,666,667;197,781,666,666,667;Q3: Más de 144395 a 240898;3;3;Hombre;34;Casado(a);Secundaria académica incompleta;Público;No;Ocupado;Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros;Asalariado;No;Colegio;Sí;4;2;2;0;1;3;0;0;0;0;0;4;0;0;4;0;0;2;0;0;2;0;0
208;459_10_1;Urbana;Central;Casa Independiente;Propia totalmente pagada;NA;Block o ladrillo;Lámina de metal o zinc;Mosaico, cerámica, terrazo;Sí;Vivienda no hacinada;3;NA;No;No;No;No;Sí;Sí;Sí;1;0;0;0;Pobreza no extrema;102,916,666,666,667;102,916,666,666,667;Q2: Más de 87944 a 144395;2;2;Mujer;67;Viudo(a);Primaria incompleta;Público;No;Fuera de la fuerza de trabajo;NA;Pensionado del régimen de IVM de la CCSS;No;No asiste;No;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
